0x710181c3e0,"AmiiboNpcDirector"
0x710181f165,"GroundAttack"
0x710181f172,"GroundAttackLoop"
0x710181f183,"GroundAttackEnd"
0x710181f193,"光輪攻撃"
0x710181f1a0,"Lightning"
0x710181f1aa,"HandL"
0x710181f1b0,"HandR"
0x710181f1b6,"BossRaidWheel"
0x710181f1c4,"NoBossRaidWheel"
0x710181f1d4,"破壊"
0x710181f1db,"ボス会話デモ"
0x710181f1ee,"%sWait"
0x710181f1f5,"BarrierField"
0x710181f202,"ボス結界"
0x710181f20f,"Breeda"
0x710181f216,"ShineOff"
0x710181f21f,"ShineOn"
0x710181f227,"ブリーダ開始デモ黒フェード"
0x710181f24f,"FadeBlack"
0x710181f259,"Skirt"
0x710181f25f,"ブリーダカメラ"
0x710181f275,"ブリーダワンワン"
0x710181f28e,"WanwanHitPosition"
0x710181f2a0,"ブリーダ鎖リスト"
0x710181f2b9,"BreedaChain"
0x710181f2c5,"鎖デモアニメ位置制御"
0x710181f2e4,"BreedaChainDemoPosition"
0x710181f2fc,"キャップデモモデル"
0x710181f318,"BattleStartDemoAfterPlayerPos"
0x710181f336,"BattleEndDemoAfterPlayerPos"
0x710181f352,"コイン[放出[ボス死亡]]"
0x710181f372,"コイン[放出[ボス]]"
0x710181f38c,"WanwanChainRoot"
0x710181f39c,"BattleStart"
0x710181f3a8,"DemoBattleStartBreedaFirst"
0x710181f3c3,"DemoBattleStartBreedaSecond"
0x710181f3df,"死亡デモ壊れモデル"
0x710181f3fb,"WanderTurn"
0x710181f406,"WaitAngry"
0x710181f410,"WalkAngry"
0x710181f41a,"ForgiveAngry"
0x710181f427,"Forgive"
0x710181f42f,"AttackSuccessAngry"
0x710181f442,"AttackSuccess"
0x710181f450,"SurprizeAngry"
0x710181f45e,"Surprize"
0x710181f467,"PanicStart"
0x710181f472,"PanicPullStartAngry"
0x710181f486,"PanicPullStart"
0x710181f495,"PanicPullAngry"
0x710181f4a4,"PanicPull"
0x710181f4ae,"PanicPullEndAngry"
0x710181f4c0,"PanicPullEnd"
0x710181f4cd,"SlapSignAngry"
0x710181f4db,"SlapSign"
0x710181f4e4,"SlapAngry"
0x710181f4ee,"Slap"
0x710181f4f3,"TiredAngry"
0x710181f4fe,"TiredEndAngry"
0x710181f50c,"TiredEnd"
0x710181f515,"PreDamageStartAngry"
0x710181f529,"PreDamageStart"
0x710181f538,"Breeda_Damage1"
0x710181f547,"Breeda_Damage2"
0x710181f556,"DamageAngry"
0x710181f562,"ThrowWanwanSignAngry"
0x710181f577,"ThrowWanwanSign"
0x710181f587,"ThrowWanwanAngry"
0x710181f598,"ThrowWanwan"
0x710181f5a4,"ThrowWanwanEndAngry"
0x710181f5b8,"ThrowWanwanEnd"
0x710181f5c7,"SkirtHem1"
0x710181f5d1,"SkirtHem2"
0x710181f5db,"SkirtHem3"
0x710181f5e5,"SkirtHem4"
0x710181f5ef,"SkirtHem5"
0x710181f5f9,"SkirtHem6"
0x710181f603,"SkirtHem7"
0x710181f60d,"SkirtHem8"
0x710181f617,"joint2"
0x710181f61e,"joint3"
0x710181f625,"joint4"
0x710181f62c,"joint5"
0x710181f633,"joint6"
0x710181f63a,"joint7"
0x710181f641,"joint8"
0x710181f648,"ブリーダスカート裾の位置"
0x710181f66d,"BreedaSkirtHemPos"
0x710181f67f,"スカートジョイント制御"
0x710181f6a1,"スカート裾ジョイント制御"
0x710181f6c6,"BreedaWanwan"
0x710181f6d3,"ChainPoint"
0x710181f6de,"SwoonLoop"
0x710181f6e8,"徘徊"
0x710181f6ef,"憑依"
0x710181f6f6,"帽子リスト"
0x710181f706,"EnemyCapBreedaWanwan"
0x710181f71b,"EnemyCapKoopa"
0x710181f729,"攻撃予兆"
0x710181f736,"nw4f_root"
0x710181f740,"CapOff"
0x710181f747,"ブリーダにヒット"
0x710181f760,"ブリーダに攻撃中接触"
0x710181f77f,"BreedaWanwanHack"
0x710181f790,"ブリーダに叩かれた"
0x710181f7ac,"KickHit"
0x710181f7b4,"帽子飛ばされ"
0x710181f7c7,"SpinAttack"
0x710181f7d2,"HitBreeda"
0x710181f7dc,"Trampled"
0x710181f7e5,"Sorry"
0x710181f7eb,"Sanity"
0x710181f7f2,"Back"
0x710181f7f7,"着地"
0x710181f7fe,"EnemyCap1"
0x710181f808,"EnemyCapKoopa1"
0x710181f817,"EnemyCapKoopa2"
0x710181f826,"EnemyCapKoopa3"
0x710181f835,"EnemyCapKoopa4"
0x710181f844,"EnemyCapKoopa5"
0x710181f853,"徘徊状態"
0x710181f860,"IsLevel2"
0x710181f869,"IsMoon"
0x710181f870,"キャップスロワー帽子"
0x710181f88f,"キャップスロワー帽子サブ"
0x710181f8b4,"帽子投げ"
0x710181f8c1,"無敵攻撃"
0x710181f8ce,"キャップスロワー塔カメラ（通常）"
0x710181f8ff,"キャップスロワー塔カメラ（ジャンプ中）"
0x710181f939,"AttackBound"
0x710181f945,"WeekPoint"
0x710181f94f,"帽子反応"
0x710181f95c,"SwitchInBattleOn"
0x710181f96d,"CapPos"
0x710181f974,"EyeReset"
0x710181f97d,"CapThrowerCap"
0x710181f98b,"TrampleHit"
0x710181f996,"再回転"
0x710181f9a0,"反転"
0x710181f9a7,"AttackNoNeedle"
0x710181f9b6,"Jump"
0x710181f9bb,"ReRotate"
0x710181f9c4,"Reverse"
0x710181f9cc,"帽子投げステート"
0x710181f9e5,"ThrowStart2"
0x710181f9f1,"ThrowStart1Dual"
0x710181fa01,"ThrowStart1"
0x710181fa0d,"Ice"
0x710181fa11,"ThrowEnd2"
0x710181fa1b,"ThrowEnd1"
0x710181fa25,"キャップスロワー無敵攻撃ステート"
0x710181fa56,"BoundAttackStart"
0x710181fa67,"BoundAttackLand"
0x710181fa77,"BoundAttack"
0x710181fa83,"バウンド攻撃着地"
0x710181fa9c,"BoundAttackPressDown"
0x710181fab1,"BoundAttackEnd"
0x710181fac0,"反撃中：帽子くらい"
0x710181fadc,"反撃中：踏まれ"
0x710181faf2,"FireBlowerLv2"
0x710181fb00,"FireBlowerLv3"
0x710181fb0e,"FireBlower"
0x710181fb19,"火吹きボスの吐くもの"
0x710181fb38,"火吹きボスの帽子"
0x710181fb51,"CapOn"
0x710181fb57,"火吹きボス遅延リクエスト"
0x710181fb7c,"DepoisonDamage"
0x710181fb8b,"DepoisonEdgeEffectCtrl"
0x710181fba2,"Poison"
0x710181fba9,"NoCode"
0x710181fbb0,"FireBlower_Hint"
0x710181fbc0,"DepoisonCap"
0x710181fbcc,"Depoison"
0x710181fbd5,"DepoisonKnockBack"
0x710181fbe7,"AttackMoveLineAttack"
0x710181fbfc,"AttackCap"
0x710181fc06,"AttackKick"
0x710181fc11,"BodyFire1"
0x710181fc1b,"BodyFire2"
0x710181fc25,"BodyFire3"
0x710181fc2f,"BodyFire4"
0x710181fc39,"BodyFire5"
0x710181fc43,"BodyFire6"
0x710181fc4d,"BodyFire7"
0x710181fc57,"BodyFire8"
0x710181fc61,"BodyCap"
0x710181fc69,"BodyBack"
0x710181fc72,"帽子で反射"
0x710181fc82,"帽子外れ状態で帽子ヒット"
0x710181fca7,"帽子はずれる"
0x710181fcba,"ResetAttack"
0x710181fcc6,"Miss"
0x710181fccb,"WaitAttackSign"
0x710181fcda,"Mask"
0x710181fcdf,"FireBlowerFireVisibleArea"
0x710181fcf9,"WaitAttack"
0x710181fd04,"WaitAttackStart"
0x710181fd14,"RunAttack"
0x710181fd1e,"WaitAttackEnd"
0x710181fd2c,"衝突"
0x710181fd33,"ResetFireSign"
0x710181fd41,"ResetFire"
0x710181fd4b,"ResetFireStart"
0x710181fd5a,"ResetFireEnd"
0x710181fd67,"HairA1"
0x710181fd6e,"HairA2"
0x710181fd75,"HairB1"
0x710181fd7c,"HairC1"
0x710181fd83,"HairC2"
0x710181fd8a,"HairD1"
0x710181fd91,"HairE1"
0x710181fd98,"HairE2"
0x710181fd9f,"ScarfL1"
0x710181fda7,"ScarfL2"
0x710181fdaf,"ScarfR1"
0x710181fdb7,"ScarfR2"
0x710181fdbf,"Fire1"
0x710181fdc5,"Fire2"
0x710181fdcb,"Fire3"
0x710181fdd1,"Fire4"
0x710181fdd7,"Fire5"
0x710181fddd,"Fire6"
0x710181fde3,"Fire7"
0x710181fde9,"Fire8"
0x710181fdef,"FireBlowerCap"
0x710181fdfd,"帽子吹き飛び挙動"
0x710181fe16,"FireCollide"
0x710181fe22,"FireCollideFloor"
0x710181fe33,"FireCollideFloorCap"
0x710181fe47,"GKデモKillMsg監視者"
0x710181fe60,"SwitchAlreadyDeadOn"
0x710181fe74,"KillSensor"
0x710181fe7f,"Stacker"
0x710181fe87,"CapThrower"
0x710181fe92,"BombTail"
0x710181fe9b,"GiantWanderBoss"
0x710181feab,"Level2"
0x710181feb2,"Fly"
0x710181feb6,"WaterSurface"
0x710181fec3,"BottomAttack"
0x710181fed0,"砲弾グループ"
0x710181fee3,"巨大徘徊ボスの砲弾"
0x710181feff,"機雷グループ"
0x710181ff12,"巨大徘徊ボスの機雷"
0x710181ff2e,"PlayerTransAfterDemoBattleEnd"
0x710181ff4c,"PlayerTransAfterDemoBattleStart"
0x710181ff6c,"GoalMark"
0x710181ff75,"ChildHosui"
0x710181ff80,"ホウスイグループ"
0x710181ff99,"復活用ホウスイグループ"
0x710181ffbb,"復活用ホウスイ"
0x710181ffd1,"ヒップドロップセーブスイッチ"
0x710181fffc,"コルク"
0x7101820006,"WatchTargetSwitchObj%d"
0x710182001d,"WaterLauncherCork%d"
0x7101820031,"GiantWaderBossAnim"
0x7101820044,"ObjectData/GiantWanderBossDemoBattleEnd"
0x710182006c,"GiantWaderBossAnimBattleEnd"
0x7101820088,"_%d"
0x710182008c,"End_%d"
0x7101820093,"最後"
0x710182009a,"徘徊ボス用フェード"
0x71018200b6,"FadeWhite"
0x71018200c0,"WaterSurfaceShadow"
0x71018200d3,"GlassCork"
0x71018200dd,"グラス"
0x71018200e7,"攻撃"
0x71018200ee,"攻撃と逃げる"
0x7101820101,"逃げキャンセル"
0x7101820117,"シナリオ開始[徘徊ボス用]"
0x710182013b,"StartScenario"
0x7101820149,"TxtScenario"
0x7101820155,"ScenarioName_%s"
0x7101820165,"TxtScenarioSh"
0x7101820173,"最後デモ"
0x7101820180,"デモ用噴水"
0x7101820190,"NoDelete_DemoWaterRoad"
0x71018201a7,"DemoEffect"
0x71018201b2,"デモ用エフェクト"
0x71018201cb,"Magma"
0x71018201d1,"Hat"
0x71018201d5,"Cloud"
0x71018201db,"GiantWanderBoss_Hint"
0x71018201f0,"GiantWanderBoss_Hint2"
0x7101820206,"ReceiveHosui"
0x7101820213,"ハンマーヒット[マグマ]"
0x7101820234,"ハンマーヒット"
0x710182024a,"HammerDamage"
0x7101820257,"VHammerDamage"
0x7101820265,"HammerDamageLarge"
0x7101820277,"DamageSteam"
0x7101820283,"跳ね返し"
0x7101820290,"SteamWait"
0x710182029a,"HeadMagma_loop"
0x71018202a9,"Mouth"
0x71018202af,"DemoGlassDamageFirstAttack"
0x71018202ca,"FukankunZoomGiantWanderBoss"
0x71018202e6,"バトル開始デモ(はいかいボス、ワールドワープ時)"
0x710182032b,"ボス戦終了モデル"
0x7101820344,"DemoBattleEndGiantWanderBoss"
0x7101820361,"SwitchBattleOn"
0x7101820370,"バトル終了デモ(はいかいボス)"
0x710182039a,"Rebirth"
0x71018203a2,"Revive"
0x71018203a9,"噴水デモ"
0x71018203b6,"ストロー"
0x71018203c3,"AttackSpecialSign"
0x71018203d5,"AttackAllRangeStart"
0x71018203e9,"AttackAllRange"
0x71018203f8,"AttackAllRangeEnd"
0x710182040a,"FlyWait"
0x7101820412,"EscapeSign"
0x710182041d,"PressDown"
0x7101820427,"GiantWanderBoss_Damage_%d"
0x7101820441,"ヒップドロップ着地"
0x710182045d,"EscapeInvincibleStart"
0x7101820473,"EscapeInvincible"
0x7101820484,"EscapeInvincibleEnd"
0x7101820498,"Escape"
0x710182049f,"GiantWanderBoss_%02d"
0x71018204b4,"MagmaSensor"
0x71018204c0,"デモ用水流"
0x71018204d0,"FootWater00"
0x71018204dc,"FootWater01"
0x71018204e8,"FootWater02"
0x71018204f4,"FootWater03"
0x7101820500,"FootWater04"
0x710182050c,"FootWater05"
0x7101820518,"FootWater06"
0x7101820524,"FootWater07"
0x7101820530,"FootA4"
0x7101820537,"FootB4"
0x710182053e,"FootC4"
0x7101820545,"FootD4"
0x710182054c,"FootE4"
0x7101820553,"FootF4"
0x710182055a,"FootG4"
0x7101820561,"FootH4"
0x7101820568,"HosuiDamage%02d"
0x7101820578,"巨大徘徊ボス"
0x710182058b,"巨大徘徊ボスバトルBGM制御"
0x71018205b0,"GiantWanderBossNear"
0x71018205c4,"GiantWanderBossMid"
0x71018205d7,"GiantWanderBossFar"
0x71018205ea,"GiantWanderBossBullet"
0x7101820600,"水面破壊"
0x710182060d,"回復アイテム"
0x7101820620,"GiantWanderBossMine"
0x7101820634,"FlyOnGlass"
0x710182063f,"FlyShortRange"
0x710182064d,"着水[派手]"
0x710182065c,"FlyOnGround"
0x7101820668,"着水[遠距離砲撃]"
0x7101820680,"Die"
0x7101820684,"モデル用破壊"
0x7101820697,"巨大徘徊ボスバトル前のBGM制御"
0x71018206c2,"NearMines"
0x71018206cc,"NearGiantWanderBoss"
0x71018206e0,"RailFirst"
0x71018206ea,"Rail"
0x71018206ef,"RailLevel2"
0x71018206fa,"RailLevel3"
0x7101820705,"EscapeRailLv1"
0x7101820713,"EscapeRailLv2"
0x7101820721,"ステート"
0x710182072e,"WaitStep"
0x7101820737,"徘徊ボス攻撃"
0x710182074a,"AttackSignWait"
0x7101820759,"AttackArea"
0x7101820764,"徘徊ボス攻撃エリア"
0x7101820780,"デモ用機雷"
0x7101820790,"会話デモ"
0x710182079d,"GlassWaitFirst"
0x71018207ac,"GlassWait"
0x71018207b6,"GlassAttackStart"
0x71018207c7,"GlassAttack"
0x71018207d3,"GlassAttackEnd"
0x71018207e2,"DemoGlassDamage"
0x71018207f2,"はいかいボスコルク直撃デモ（初回）"
0x7101820826,"DamageCorkTalk"
0x7101820835,"DemoGlassDamageFirst"
0x710182084a,"Ship"
0x710182084f,"GKShip"
0x7101820856,"IsFukankunZoomCapMessage"
0x710182086f,"RotateRadius"
0x710182087c,"IsExpandClippingByDepthShadow"
0x710182089a,"CustomClippingRadiusForDepthShadow"
0x71018208bd,"LavaWorldHomeStage"
0x71018208d0,"DemoLv2"
0x71018208d8,"DemoLv1"
0x71018208e0,"JointSpringControllerInfoDemo"
0x71018208fe,"%sCap"
0x7101820904,"[デモ用]キャップスロワー帽子"
0x710182092e,"[デモ用]Stacker追加帽子"
0x710182094d,"StackerCap"
0x7101820958,"デモ用おさげ"
0x710182096b,"DemoShipAppearNear"
0x710182097e,"DemoShipAppear"
0x710182098d,"DemoTalkStart"
0x710182099b,"DemoWait"
0x71018209a4,"DemoTalkBlend"
0x71018209b2,"スタッカー"
0x71018209c2,"火吹きボス"
0x71018209d2,"キャップスロワー"
0x71018209eb,"ボムゲートキーパー"
0x7101820a07,"バトル開始デモ(%s)"
0x7101820a21,"%sOther"
0x7101820a29,"%s%d"
0x7101820a2e,"EarCapOn"
0x7101820a37,"WaitShip"
0x7101820a40,"ゲートキーパー船"
0x7101820a59,"[デモ用]Stacker"
0x7101820a6c,"[デモ用]FireBlower"
0x7101820a82,"[デモ用]CapThrower"
0x7101820a98,"[デモ用]BombTail"
0x7101820aac,"GolemClimb"
0x7101820ab7,"Parts"
0x7101820abd,"EnemyUp"
0x7101820ac5,"WeakPointUp"
0x7101820ad1,"CockpitUpOpenClose"
0x7101820ae4,"EnemyBack"
0x7101820aee,"WeakPointBack"
0x7101820afc,"CockpitBackOpenClose"
0x7101820b11,"EnemyLeft"
0x7101820b1b,"WeakPointLeft"
0x7101820b29,"CockpitLeftOpenClose"
0x7101820b3e,"EnemyRight"
0x7101820b49,"WeakPointRight"
0x7101820b58,"CockpitRightOpenClose"
0x7101820b6e,"ClimbPose1"
0x7101820b79,"ClimbPose1DamageLast"
0x7101820b8e,"ClimbPose1Recover"
0x7101820ba0,"ClimbPose1ShoutSign"
0x7101820bb4,"ClimbPose2"
0x7101820bbf,"ClimbPose2DamageLast"
0x7101820bd4,"ClimbPose2Recover"
0x7101820be6,"ClimbPose2ShoutSign"
0x7101820bfa,"ClimbPose5"
0x7101820c05,"ClimbPose5DamageLast"
0x7101820c1a,"ClimbPose5Recover"
0x7101820c2c,"ClimbPose5ShoutSign"
0x7101820c40,"ClimbPose3"
0x7101820c4b,"ClimbPose3DamageLast"
0x7101820c60,"ClimbPose3Recover"
0x7101820c72,"ClimbPose3ShoutSign"
0x7101820c86,"ClimbPose4"
0x7101820c91,"ClimbPose4DamageLast"
0x7101820ca6,"ClimbPose4Recover"
0x7101820cb8,"ClimbPose4ShoutSign"
0x7101820ccc,"LinkKoopaDummy"
0x7101820cdb,"LinkKoopaDemoStartPos"
0x7101820cf1,"DemoTakeOffKoopaForMoonStage"
0x7101820d0e,"GolemClimbBattleStartMoon"
0x7101820d28,"クッパ月へ発進デモ"
0x7101820d44,"戦闘開始デモ"
0x7101820d57,"戦闘終了デモ"
0x7101820d6a,"咆哮"
0x7101820d71,"走り"
0x7101820d78,"移動Lv1"
0x7101820d82,"踏みつけLv2"
0x7101820d92,"StampL2"
0x7101820d9a,"StampR2"
0x7101820da2,"踏みつけLv3"
0x7101820db2,"StampL3"
0x7101820dba,"StampR3"
0x7101820dc2,"踏みつけLv4"
0x7101820dd2,"StampL4"
0x7101820dda,"StampR4"
0x7101820de2,"倒れ状態からの壊れ"
0x7101820dfe,"立ち状態からの壊れ"
0x7101820e1a,"左脚1装甲"
0x7101820e28,"右脚1装甲"
0x7101820e36,"左脚2装甲"
0x7101820e44,"右脚2装甲"
0x7101820e52,"LegR1"
0x7101820e58,"LegR2"
0x7101820e5e,"FootR"
0x7101820e64,"LegL1"
0x7101820e6a,"LegL2"
0x7101820e70,"FootL"
0x7101820e76,"突っつきポイント1"
0x7101820e90,"突っつきポイント2"
0x7101820eaa,"突っつきポイント3"
0x7101820ec4,"アニメ骨格"
0x7101820ed4,"ObjectData/GolemClimb"
0x7101820eea,"Skeleton"
0x7101820ef3,"LaunchPos"
0x7101820efd,"MoveLimit"
0x7101820f07,"反射爆弾"
0x7101820f14,"GolemBomb"
0x7101820f1e,"サーチ爆弾"
0x7101820f2e,"GolemSearchBomb"
0x7101820f3e,"ツックン"
0x7101820f4b,"足跡"
0x7101820f52,"ゴーレムスタートカメラ"
0x7101820f74,"ゴーレムボスカメラ"
0x7101820f90,"ゴーレムボスカメラ(ダウン中)"
0x7101820fba,"Bind"
0x7101820fbf,"Blow"
0x7101820fc4,"PushDummy"
0x7101820fce,"LegOnOff"
0x7101820fd7,"HammerBros"
0x7101820fe2,"ハンマーブロス"
0x7101820ff8,"左脚装甲壊れ"
0x710182100b,"右脚装甲壊れ"
0x710182101e,"DamageArea"
0x7101821029,"本体壊れ"
0x7101821036,"WeakPointUnder"
0x7101821045,"Homing"
0x710182104c,"帽子ヒット"
0x710182105c,"ヒップドロップヒット"
0x710182107b,"GolemClimb_Hint"
0x710182108b,"BossGolemBattle3rd"
0x710182109e,"BossGolemBattle"
0x71018210ae,"BossGolemDown"
0x71018210bc,"ClimbPoseRecoverEnd"
0x71018210d0,"SwitchBossEndDemoOn"
0x71018210e4,"バトル終了デモ(ボスゴーレム)"
0x710182110e,"クッパが月に飛び立つデモ"
0x7101821133,"DemoTakeOffKoopaForMoon"
0x710182114b,"反射爆弾放出"
0x710182115e,"AttackBomb"
0x7101821169,"ツックン放出"
0x710182117c,"サーチ爆弾放出"
0x7101821192,"StandDamageBomb"
0x71018211a2,"GolemClimb_Damage_1"
0x71018211b6,"PushHead"
0x71018211bf,"PushEar"
0x71018211c7,"PushLegL1"
0x71018211d1,"PushLegL2"
0x71018211db,"PushLegR1"
0x71018211e5,"PushLegR2"
0x71018211ef,"GolemClimbArmorBreak"
0x7101821204,"FootRToe"
0x710182120d,"FootLToe"
0x7101821216,"左脚1コリジョン"
0x710182122d,"左脚2コリジョン"
0x7101821244,"左脚裏コリジョン"
0x710182125d,"左足コリジョン"
0x7101821273,"右脚1コリジョン"
0x710182128a,"右脚2コリジョン"
0x71018212a1,"右脚裏コリジョン"
0x71018212ba,"右足コリジョン"
0x71018212d0,"DamageHammer"
0x71018212dd,"装甲半壊(左足)"
0x71018212f2,"装甲壊れ(左足)"
0x7101821307,"Break"
0x710182130d,"装甲半壊(右足)"
0x7101821322,"装甲壊れ(右足)"
0x7101821337,"ShoutSign"
0x7101821341,"GolemClimb_Damage_2"
0x7101821355,"GolemClimb_Damage_3"
0x7101821369,"GolemClimb_Damage_4"
0x710182137d,"最後の一撃"
0x710182138d,"const_single0"
0x710182139b,"ゴーレムのぼり足跡"
0x71018213b7,"GolemClimbFootPrint"
0x71018213cb,"ゴーレムのぼり突っつきポイント"
0x71018213f9,"突っつきポイント"
0x7101821412,"WaitClose"
0x710182141c,"有効コリジョン"
0x7101821432,"無効コリジョン"
0x7101821448,"Open"
0x710182144d,"WaitOpen"
0x7101821456,"Close"
0x710182145c,"ゴーレム弱点(%s)"
0x7101821473,"GolemClimbWeakPoint"
0x7101821487,"ゴーレムＧＫモデル(%s)"
0x71018214a7,"PanicWait"
0x71018214b1,"DamageWeakPoint"
0x71018214c1,"突き"
0x71018214c8,"ヒップドロップ"
0x71018214de,"WaitGolem"
0x71018214e8,"パーツ用おさげ左"
0x7101821501,"%sL"
0x7101821505,"パーツ用おさげ右"
0x710182151e,"%sR"
0x7101821522,"WaitSquat"
0x710182152c,"ゴーレム戦闘終了デモオブジェ"
0x7101821557,"左脚3装甲"
0x7101821565,"右脚3装甲"
0x7101821573,"GolemClimbDemoEndObj"
0x7101821588,"DemoBattleEndGolemClimb"
0x71018215a0,"ゴーレム戦闘開始デモオブジェ"
0x71018215cb,"ゴーレム戦闘開始デモキャップ"
0x71018215f6,"バトル開始デモ(ゴーレムクライム、再戦)"
0x710182162f,"バトル開始デモ(ゴーレムクライム)"
0x710182165f,"GolemClimbDemoStartObj"
0x7101821676,"DemoBattleStartGolemClimb"
0x7101821690,"弱点ヒット"
0x71018216a0,"左脚1装甲インダイレクト"
0x71018216c3,"左脚2装甲インダイレクト"
0x71018216e6,"左脚3装甲インダイレクト"
0x7101821709,"インダイレクト"
0x710182171f,"右脚1装甲インダイレクト"
0x7101821742,"右脚2装甲インダイレクト"
0x7101821765,"右脚3装甲インダイレクト"
0x7101821788,"RotationHead"
0x7101821795,"ＩＫルート"
0x71018217a5,"RunEnd"
0x71018217ac,"左足裏コリジョン"
0x71018217c5,"右足裏コリジョン"
0x71018217de,"RunSign"
0x71018217e6,"HitWall"
0x71018217ee,"耳コリジョン"
0x7101821801,"吹き飛ばし"
0x7101821811,"踏み(左足)"
0x7101821820,"踏み(右足)"
0x710182182f,"StampEnd"
0x7101821838,"AttackSpinSign"
0x7101821847,"AttackSpin"
0x7101821852,"StandDamageLast"
0x7101821862,"StandRecover"
0x710182186f,"Hack"
0x7101821874,"HackOff"
0x710182187c,"憑依開始"
0x7101821889,"クッパ2D"
0x7101821895,"Spine"
0x710182189b,"IsStartHackWithoutPeach"
0x71018218b3,"初回憑依デモ"
0x71018218c6,"AfterHackStartPose"
0x71018218d9,"IsEnableToChangeBgmWhenHackingStart"
0x71018218fd,"IsSaveRestartEntranceCameraParam"
0x710182191e,"Restart"
0x7101821926,"GroundHack"
0x7101821931,"KoopaHack"
0x710182193b,"JumpEnd"
0x7101821943,"SwoonHead"
0x710182194d,"SwitchRestartOn"
0x710182195d,"SwoonReaction"
0x710182196b,"Brake"
0x7101821971,"TurnL"
0x7101821977,"TurnR"
0x710182197d,"In2DArea"
0x7101821986,"2D3Dの外"
0x7101821991,"2D3D"
0x7101821996,"2D"
0x7101821999,"Out2DArea"
0x71018219a3,"Dead"
0x71018219a8,"ElectricWire"
0x71018219b5,"BodyHack"
0x71018219be,"旋回傾け制御"
0x71018219d1,"クッパの口ヒゲ"
0x71018219e7,"PunchL"
0x71018219ee,"HackOnCapOn"
0x71018219fa,"HackOnCapOff"
0x7101821a07,"SwitchAfterPlayableOn"
0x7101821a1d,"JumpStart3"
0x7101821a28,"JumpStart2"
0x7101821a33,"JumpStart"
0x7101821a3d,"Jump3"
0x7101821a43,"Jump2"
0x7101821a49,"クッパ憑依開始モデル"
0x7101821a68,"FireCharge"
0x7101821a73,"%s%s%s"
0x7101821a7a,"Koopa2D"
0x7101821a82,"2Dクッパキャッピーの目"
0x7101821aa3,"CapManHeroEyes2D"
0x7101821ab4,"CappyEyes2D"
0x7101821ac0,"FootFront"
0x7101821aca,"FootCenter"
0x7101821ad5,"FootBack"
0x7101821ade,"Top"
0x7101821ae2,"SwitchOnKoopa2DOnGroundArea"
0x7101821afe,"WaitFire"
0x7101821b07,"クッパ2Dの炎グループ"
0x7101821b25,"クッパ2Dの炎"
0x7101821b37,"SwitchGroundOn"
0x7101821b46,"ファイア"
0x7101821b53,"クッパ結界"
0x7101821b63,"クッパ結界パーツグループ"
0x7101821b88,"クッパ結界パーツ"
0x7101821ba1,"KoopaBattleFieldBarrierParts"
0x7101821bbe,"Joint0"
0x7101821bc5,"Joint1"
0x7101821bcc,"Joint2"
0x7101821bd3,"Joint3"
0x7101821bda,"伸縮操作"
0x7101821be7,"クッパファイアビーム開始"
0x7101821c0c,"FireBeamStart"
0x7101821c1a,"クッパ"
0x7101821c24,"クッパ＋クッパ帽子"
0x7101821c40,"クッパの帽子"
0x7101821c53,"KoopaCap"
0x7101821c5c,"プレイヤー用クッパ帽子"
0x7101821c7e,"スピン投げ"
0x7101821c8e,"ノックバック"
0x7101821ca1,"Koopa"
0x7101821ca7,"WaitHoverStart"
0x7101821cb6,"WaitHover"
0x7101821cc0,"SpinNoArm"
0x7101821cca,"SpinHit"
0x7101821cd2,"DownJumpStart"
0x7101821ce0,"DownJump"
0x7101821ce9,"DownJumpEnd"
0x7101821cf5,"DownRecoverStart"
0x7101821d06,"DownRecover"
0x7101821d12,"DownRecoverEnd"
0x7101821d21,"WearKoopaHat"
0x7101821d2e,"SpinBody"
0x7101821d37,"KoopaCapDummy"
0x7101821d45,"間接消滅"
0x7101821d52,"Spin"
0x7101821d57,"KoopaCapPlayer"
0x7101821d66,"吹き飛び[ヒットリアクションなし]"
0x7101821d96,"CatchKoopaCap"
0x7101821da4,"MarioStart"
0x7101821daf,"MarioWait"
0x7101821db9,"WaitBubble"
0x7101821dc4,"KoopaWait"
0x7101821dce,"PunchR"
